Product ID,Product Name,Category,Stock Quantity,Daily Sales Avg,Purchase Price (OMR),Selling Price (OMR),Expiry Date,Status
1117,Local Butter 5x,Dairy,266,21,1.063,1.319,2026-09-14,Normal
1118,Organic Lamb Chops 5x,Meat,46,10,9.836,17.000,2026-08-29,Normal
1119,Gluten-Free Carrots 4x,Produce,485,18,3.952,7.080,2026-09-01,Normal
1120,Gluten-Free Yogurt 5x,Dairy,466,27,9.587,14.585,2026-09-02,Normal
1121,Gluten-Free Cola 3x,Beverages,269,1,6.925,12.356,2027-07-08,Normal
1122,Diet Muffins 2x,Bakery,445,28,3.078,5.157,2026-09-20,Normal
1123,Diet Salmon 1x,Meat,175,43,4.962,8.024,2026-09-06,Normal
1124,Imported Muffins 4x,Bakery,38,14,3.863,5.938,2026-09-06,Normal
1125,Organic Frozen Vegetables 3x,Frozen,147,16,5.244,7.751,2028-01-01,Normal
1126,Standard Potatoes 3x,Produce,133,19,1.279,1.888,2026-09-08,Normal
1127,Imported Tea 1x,Beverages,66,39,2.967,3.595,2028-07-04,Low Stock
1128,Imported Soap 4x,Personal Care,98,14,2.528,4.404,2028-05-02,Normal
1129,Fresh Potatoes 5x,Produce,155,17,4.133,5.292,2026-09-05,Normal
1130,Diet Frozen Vegetables 3x,Frozen,294,20,1.511,2.329,2027-04-24,Normal
1131,Imported Cola 3x,Beverages,211,25,2.642,3.670,2028-02-10,Normal
1132,Standard Carrots 4x,Produce,77,44,2.148,2.829,2026-09-20,Low Stock
1133,Organic Olive Oil 1x,Grocery,90,38,7.192,11.999,2027-07-31,Normal
1134,Local Popcorn 4x,Snacks,460,37,4.460,5.417,2028-01-03,Normal
1135,Local Chips 2x,Snacks,218,6,3.750,5.762,2028-04-07,Normal
1136,Premium Bananas 4x,Produce,308,6,1.215,1.576,2026-09-18,Normal
1137,Organic Water 1x,Beverages,260,6,2.618,3.195,2027-01-14,Normal
1138,Diet Cola 3x,Beverages,417,6,8.580,13.770,2026-11-27,Normal
1139,Fresh Detergent 1x,Cleaning,272,22,2.797,4.974,2028-04-08,Normal
1140,Local Deodorant 3x,Personal Care,208,20,4.803,8.484,2028-03-19,Normal
1141,Organic Soap 1x,Personal Care,259,36,5.450,7.892,2027-04-25,Normal
1142,Organic Cream 1x,Dairy,354,16,9.871,12.091,2026-09-07,Normal
1143,Diet Detergent 1x,Cleaning,173,32,4.108,6.295,2028-05-31,Normal
1144,Organic Chips 1x,Snacks,307,42,7.018,9.814,2028-02-16,Normal
1145,Organic Canned Beans 2x,Grocery,272,16,1.708,2.572,2027-06-22,Normal
1146,Fresh Cheese 4x,Dairy,304,46,3.333,5.438,2026-09-11,Normal
1147,Diet Lamb Chops 5x,Meat,278,9,8.067,9.876,2026-09-23,Normal
1148,Premium Chicken Nuggets 4x,Frozen,412,14,3.355,4.522,2026-12-29,Normal
1149,Imported Muffins 1x,Bakery,474,15,7.535,9.362,2026-08-30,Near Expiry - Overstock
1150,Premium Apples 5x,Produce,72,12,1.223,1.562,2026-09-13,Normal
1151,Local Cheese 3x,Dairy,166,40,1.944,3.057,2026-09-20,Normal
1152,Local Carrots 5x,Produce,102,22,1.000,1.355,2026-09-15,Normal
1153,Gluten-Free Deodorant 4x,Personal Care,182,34,6.328,9.393,2027-02-20,Normal
1154,Organic Juice 5x,Beverages,205,25,7.306,12.873,2027-03-01,Normal
1155,Local Cake 2x,Bakery,85,28,6.043,9.352,2026-09-06,Normal
1156,Fresh Minced Beef 5x,Meat,45,31,7.060,10.079,2026-09-06,Low Stock
1157,Fresh Cream 1x,Dairy,199,33,1.270,1.804,2026-09-12,Normal
1158,Local Pizza 1x,Frozen,420,46,4.023,6.754,2026-12-31,Normal
1159,Organic Tea 3x,Beverages,172,11,2.136,3.497,2028-02-18,Normal
1160,Fresh Canned Beans 1x,Grocery,313,12,7.160,8.963,2027-06-28,Normal
1161,Local Frozen Vegetables 5x,Frozen,47,4,4.808,5.831,2028-04-21,Normal
1162,Imported Minced Beef 5x,Meat,307,3,2.830,4.723,2026-09-09,Normal
1163,Premium Bagel 1x,Bakery,170,44,7.342,11.596,2026-09-09,Normal
1164,Gluten-Free Frozen Vegetables 5x,Frozen,290,13,7.110,9.527,2027-06-16,Normal
1165,Imported Chicken Nuggets 4x,Frozen,49,7,4.410,6.697,2026-12-15,Normal
1166,Imported Cake 2x,Bakery,84,15,2.158,3.238,2026-09-10,Normal
1167,Local Nuts 2x,Snacks,387,24,3.443,5.264,2027-04-05,Normal
1168,Premium Sausages 2x,Meat,325,27,5.901,7.645,2026-09-14,Normal
1169,Imported Water 4x,Beverages,265,19,8.625,11.290,2028-05-30,Normal
1170,Organic Salmon 3x,Meat,25,1,2.946,4.367,2026-09-14,Normal
1171,Diet Croissant 2x,Bakery,224,18,7.382,10.154,2026-09-17,Normal
1172,Premium Croissant 4x,Bakery,176,32,9.437,16.534,2026-08-30,Normal
1173,Imported Detergent 5x,Cleaning,17,42,1.242,1.813,2027-03-29,Low Stock
1174,Fresh Dish Soap 5x,Cleaning,76,45,7.306,8.795,2027-08-06,Low Stock
1175,Local Tea 4x,Beverages,256,34,1.792,2.983,2028-07-18,Normal
1176,Imported Sausages 3x,Meat,118,33,3.379,4.562,2026-09-12,Normal
1177,Premium Water 5x,Beverages,259,8,1.204,1.559,2027-06-01,Normal
1178,Fresh Salmon 2x,Meat,52,49,0.934,1.432,2026-09-21,Low Stock
1179,Imported Milk 2x,Dairy,430,9,4.630,6.234,2026-09-10,Normal
1180,Standard Detergent 1x,Cleaning,217,1,7.599,10.881,2027-08-23,Normal
1181,Premium Tea 1x,Beverages,58,16,4.254,5.978,2026-11-28,Normal
1182,Gluten-Free Juice 3x,Beverages,70,16,6.291,8.293,2027-03-03,Normal
1183,Fresh Bagel 2x,Bakery,12,4,8.075,12.236,2026-09-01,Normal
1184,Fresh Butter 1x,Dairy,329,4,2.404,3.666,2026-09-21,Normal
1185,Standard Sausages 1x,Meat,187,20,1.569,2.111,2026-09-08,Normal
1186,Local Chips 5x,Snacks,155,32,4.330,7.072,2027-12-10,Normal
1187,Local Chocolate 5x,Snacks,37,2,8.293,11.888,2027-10-07,Normal
1188,Organic Olive Oil 2x,Grocery,256,15,4.100,7.331,2027-11-13,Normal
1189,Local Soap 2x,Personal Care,356,21,7.832,13.190,2028-03-17,Normal
1190,Premium Cola 4x,Beverages,275,4,5.869,7.230,2027-01-25,Normal
1191,Organic Cheese 4x,Dairy,110,15,8.933,13.116,2026-09-22,Normal
1192,Local Sausages 1x,Meat,407,40,3.457,5.740,2026-09-11,Normal
1193,Diet Cream 2x,Dairy,287,50,2.765,4.847,2026-09-05,Normal
1194,Diet Shampoo 1x,Personal Care,317,32,3.942,6.107,2027-06-06,Normal
1195,Fresh Ice Cream 5x,Frozen,87,44,6.562,7.948,2027-03-01,Low Stock
1196,Fresh Coffee 2x,Beverages,353,30,4.348,6.438,2028-05-12,Normal
1197,Premium Frozen Vegetables 2x,Frozen,262,2,0.696,0.908,2027-04-05,Normal
1198,Standard Cake 1x,Bakery,44,4,0.548,0.765,2026-09-10,Normal
1199,Premium Muffins 3x,Bakery,276,48,1.441,2.251,2026-09-21,Normal
1200,Local Bananas 2x,Produce,184,20,3.281,5.265,2026-09-11,Normal
1201,Gluten-Free Potatoes 4x,Produce,475,16,4.318,7.255,2026-09-07,Normal
1202,Organic Deodorant 5x,Personal Care,385,9,6.365,8.182,2026-12-21,Normal
1203,Local Sausages 2x,Meat,427,36,3.628,5.178,2026-09-20,Normal
1204,Fresh Water 1x,Beverages,79,26,9.437,11.787,2028-03-10,Normal
1205,Premium Shampoo 4x,Personal Care,367,22,1.087,1.459,2028-04-01,Normal
1206,Fresh Pizza 4x,Frozen,279,16,9.377,12.998,2028-01-31,Normal
1207,Local Bananas 1x,Produce,289,37,2.979,3.667,2026-09-21,Normal
1208,Diet Cola 2x,Beverages,307,32,4.019,4.924,2028-07-15,Normal
1209,Standard Bananas 5x,Produce,101,20,0.808,1.066,2026-09-15,Normal
1210,Fresh Salmon 2x,Meat,302,14,7.219,10.751,2026-09-14,Normal
1211,Fresh Pizza 5x,Frozen,254,33,2.138,2.641,2027-04-26,Normal
1212,Diet Cookies 3x,Snacks,43,1,3.314,5.271,2027-09-13,Normal
1213,Premium Olive Oil 1x,Grocery,147,41,6.349,10.246,2026-12-08,Normal
1214,Premium Pizza 4x,Frozen,341,13,4.310,7.474,2027-12-02,Normal
1215,Local Sausages 3x,Meat,451,1,2.743,4.218,2026-08-31,Normal
1216,Premium Bread 5x,Bakery,249,12,5.702,8.973,2026-08-29,Near Expiry - Overstock
1217,Premium Chicken Nuggets 3x,Frozen,189,17,7.533,10.232,2027-03-27,Normal
1218,Imported Canned Beans 1x,Grocery,114,11,6.163,9.388,2028-01-12,Normal
1219,Premium Cream 3x,Dairy,45,2,8.692,14.519,2026-09-21,Normal
1220,Fresh Potatoes 4x,Produce,71,23,2.787,3.672,2026-09-07,Normal
1221,Premium Tomatoes 1x,Produce,46,8,8.224,14.054,2026-09-17,Normal
1222,Premium Juice 4x,Beverages,468,29,2.848,4.859,2027-02-15,Normal
1223,Local Shampoo 5x,Personal Care,344,34,5.335,8.758,2027-06-05,Normal
1224,Imported Tomatoes 5x,Produce,292,7,7.977,9.887,2026-09-23,Normal
1225,Organic Juice 1x,Beverages,35,8,7.676,11.715,2027-02-28,Normal
1226,Imported Tomatoes 4x,Produce,92,49,6.152,9.525,2026-09-11,Low Stock
1227,Imported Croissant 1x,Bakery,66,11,7.207,9.842,2026-09-05,Normal
1228,Organic Juice 5x,Beverages,200,1,8.352,12.342,2027-06-06,Normal
1229,Local Potatoes 1x,Produce,81,37,9.713,14.184,2026-09-17,Normal
1230,Imported Bleach 2x,Cleaning,403,2,0.808,1.236,2026-12-15,Normal
1231,Diet Bread 2x,Bakery,253,2,1.795,2.168,2026-09-16,Normal
1232,Standard Sugar 2x,Grocery,163,19,8.480,10.179,2027-04-16,Normal
1233,Imported Bleach 4x,Cleaning,379,20,1.936,2.489,2028-02-06,Normal
1234,Imported Minced Beef 5x,Meat,424,27,9.041,11.196,2026-09-14,Normal
1235,Standard Lamb Chops 1x,Meat,148,16,0.726,0.957,2026-08-29,Near Expiry - Overstock
1236,Gluten-Free Minced Beef 5x,Meat,426,26,5.584,6.942,2026-09-17,Normal
1237,Diet Olive Oil 5x,Grocery,213,6,8.871,15.567,2027-11-15,Normal
1238,Diet Nuts 2x,Snacks,391,48,5.452,8.776,2028-04-27,Normal
1239,Local Pizza 5x,Frozen,235,27,8.128,11.366,2027-09-07,Normal
1240,Gluten-Free Carrots 4x,Produce,32,39,3.742,5.035,2026-09-10,Low Stock
1241,Local Bleach 3x,Cleaning,209,46,3.136,5.510,2026-12-25,Normal
1242,Standard Shampoo 4x,Personal Care,143,20,3.244,4.380,2028-05-10,Normal
1243,Standard Cola 5x,Beverages,106,27,2.640,3.383,2027-02-21,Normal
1244,Organic Butter 1x,Dairy,318,16,3.196,3.836,2026-09-22,Normal
1245,Diet Chocolate 1x,Snacks,433,48,3.673,4.518,2026-12-18,Normal
1246,Fresh Chips 5x,Snacks,45,38,1.115,1.720,2026-12-15,Low Stock
1247,Diet Ice Cream 3x,Frozen,469,11,8.659,12.068,2027-07-16,Normal
1248,Gluten-Free Frozen Vegetables 2x,Frozen,464,49,3.905,6.336,2027-06-22,Normal
1249,Local Cookies 2x,Snacks,158,14,1.679,2.196,2027-12-31,Normal
1250,Local Tomatoes 4x,Produce,492,45,8.931,12.657,2026-09-16,Normal
1251,Standard Sausages 3x,Meat,200,11,7.154,12.145,2026-09-14,Normal
1252,Gluten-Free Cream 2x,Dairy,470,29,8.042,12.800,2026-09-08,Normal
1253,Fresh Deodorant 1x,Personal Care,14,33,5.648,7.279,2028-07-03,Low Stock
1254,Diet Lamb Chops 2x,Meat,500,10,1.587,2.721,2026-09-04,Normal
1255,Diet Tomatoes 1x,Produce,203,45,3.152,5.557,2026-09-21,Normal
1256,Standard Cookies 5x,Snacks,183,13,2.196,3.307,2027-03-14,Normal
1257,Imported Lamb Chops 4x,Meat,165,44,5.832,7.852,2026-08-29,Normal
1258,Premium Cheese 2x,Dairy,30,23,9.878,13.742,2026-08-30,Low Stock
1259,Local Potatoes 1x,Produce,26,4,5.438,7.415,2026-09-12,Normal
1260,Fresh Cheese 3x,Dairy,453,5,8.331,14.696,2026-09-14,Normal
1261,Local Cookies 3x,Snacks,239,39,9.388,14.052,2027-03-17,Normal
1262,Gluten-Free Muffins 4x,Bakery,244,19,6.480,9.866,2026-09-07,Normal
1263,Standard Soap 5x,Personal Care,269,22,8.262,12.606,2027-08-02,Normal
1264,Gluten-Free Juice 5x,Beverages,131,45,6.154,10.735,2028-04-26,Normal
1265,Diet Sugar 1x,Grocery,172,5,8.636,10.539,2027-09-16,Normal
1266,Local Shampoo 1x,Personal Care,233,27,3.407,5.192,2027-05-07,Normal
1267,Imported Canned Beans 3x,Grocery,300,47,2.606,3.262,2028-05-01,Normal
1268,Premium Cake 4x,Bakery,109,24,1.545,2.616,2026-09-10,Normal
1269,Premium Pizza 2x,Frozen,51,48,2.629,3.536,2028-02-26,Low Stock
1270,Diet Cheese 2x,Dairy,186,4,4.647,8.168,2026-09-10,Normal
1271,Local Chocolate 2x,Snacks,159,48,7.240,12.384,2027-09-01,Normal
1272,Gluten-Free Nuts 4x,Snacks,332,34,6.373,9.603,2027-01-18,Normal
1273,Standard Detergent 5x,Cleaning,441,8,3.932,6.899,2028-02-11,Normal
1274,Imported Soap 4x,Personal Care,109,40,4.379,6.690,2027-08-14,Normal
1275,Diet Nuts 1x,Snacks,215,38,5.679,9.014,2028-03-17,Normal
1276,Imported Apples 4x,Produce,160,27,9.374,14.112,2026-09-22,Normal
1277,Diet Coffee 2x,Beverages,209,28,8.670,11.960,2027-02-21,Normal
1278,Fresh Muffins 5x,Bakery,452,20,9.166,12.530,2026-08-29,Near Expiry - Overstock
1279,Gluten-Free Bleach 1x,Cleaning,31,14,6.334,7.648,2028-04-05,Normal
1280,Standard Ice Cream 5x,Frozen,220,22,3.573,4.913,2027-02-12,Normal
1281,Premium Bananas 1x,Produce,83,36,8.379,10.654,2026-09-04,Normal
1282,Gluten-Free Ice Cream 2x,Frozen,270,44,8.466,14.885,2027-07-25,Normal
1283,Local Bread 4x,Bakery,335,48,3.891,5.105,2026-09-15,Normal
1284,Gluten-Free Flour 4x,Grocery,171,36,9.818,16.244,2027-05-24,Normal
1285,Organic Salmon 2x,Meat,114,46,6.685,10.954,2026-09-23,Normal
1286,Gluten-Free Minced Beef 5x,Meat,377,50,2.751,3.345,2026-09-07,Normal
1287,Organic Olive Oil 3x,Grocery,64,50,7.102,11.050,2027-10-15,Low Stock
1288,Imported Juice 2x,Beverages,236,19,8.849,11.263,2027-04-21,Normal
1289,Imported Pizza 3x,Frozen,74,48,6.622,8.684,2027-10-30,Low Stock
1290,Fresh Sausages 4x,Meat,147,30,4.795,6.976,2026-09-06,Normal
1291,Imported Bread 3x,Bakery,124,10,6.853,10.521,2026-08-31,Normal
1292,Organic Olive Oil 2x,Grocery,179,21,2.992,3.734,2028-01-15,Normal
1293,Standard Popcorn 3x,Snacks,440,10,6.396,8.218,2028-07-18,Normal
1294,Fresh Cream 1x,Dairy,228,36,5.007,7.027,2026-09-08,Normal
1295,Diet Chicken Nuggets 1x,Frozen,36,32,2.531,3.042,2028-04-06,Low Stock
1296,Imported Frozen Vegetables 2x,Frozen,300,14,8.562,14.887,2028-01-25,Normal
1297,Fresh Pizza 3x,Frozen,210,35,8.118,11.763,2027-03-15,Normal
1298,Gluten-Free Onions 3x,Produce,484,9,1.631,2.800,2026-09-02,Normal
1299,Organic Apples 4x,Produce,158,20,7.182,11.885,2026-09-16,Normal
1300,Fresh Chicken Breast 1x,Meat,406,36,5.300,8.354,2026-09-13,Normal
1301,Local Soap 4x,Personal Care,393,3,6.061,8.439,2027-10-29,Normal
1302,Premium Shampoo 2x,Personal Care,189,38,8.995,12.368,2028-04-01,Normal
1303,Diet Cola 2x,Beverages,426,4,5.520,9.679,2026-12-07,Normal
1304,Diet Lamb Chops 5x,Meat,158,50,9.178,13.144,2026-09-19,Normal
1305,Gluten-Free Bananas 3x,Produce,370,16,7.772,9.618,2026-09-10,Normal
1306,Diet Minced Beef 4x,Meat,314,6,6.052,10.288,2026-08-29,Near Expiry - Overstock
1307,Local Flour 2x,Grocery,447,28,5.005,8.277,2028-04-14,Normal
1308,Diet Yogurt 2x,Dairy,104,36,3.453,4.281,2026-09-04,Normal
1309,Imported Juice 1x,Beverages,31,7,2.341,3.095,2027-12-03,Normal
1310,Local Bleach 5x,Cleaning,485,21,9.652,14.222,2027-12-06,Normal
1311,Local Cream 5x,Dairy,246,30,0.872,1.430,2026-09-21,Normal
1312,Fresh Cola 1x,Beverages,231,36,1.804,2.557,2028-07-07,Normal
1313,Imported Salmon 5x,Meat,236,43,5.493,7.278,2026-09-22,Normal
1314,Standard Tea 5x,Beverages,226,31,4.201,5.088,2027-11-27,Normal
1315,Local Dish Soap 5x,Cleaning,335,38,4.168,5.563,2028-01-06,Normal
1316,Imported Cola 3x,Beverages,421,32,3.654,5.447,2027-02-26,Normal
1317,Premium Cookies 5x,Snacks,469,30,3.147,5.428,2027-06-26,Normal
1318,Imported Butter 2x,Dairy,61,17,3.020,5.273,2026-09-05,Normal
1319,Diet Cream 2x,Dairy,299,5,9.943,13.343,2026-09-19,Normal
